list,order,item,audio,condition,prime,prime_1,noun_repetition,prime_description,target_description,display_1,boxed_object,target_noun,target_colour,target_pattern,prime_noun,prime_colour,prime_pattern,filler_prime_category,filler_target_category,target_object,repeated_prime,non_repeated_prime,distractor1_sameNoun_sameColor_differentPatternFromTarget,distractor2_sameNoun_differentColor_samePatternAsTarget,distractor3_differentNoun_sameColor_patternAsTarget,distractor4_differentNoun_sameColor_differentPatternFromTarget,distractor5_differentNoun_differentColor_samePatternAsTarget,targetPosition,repeatedPrime,nonRepeatedPrime,distractor1,distractor2,distractor3,distractor4,distractor5,expTrials,box_position,targetImg,boxPos,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8
1,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
2,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
3,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
4,27,f13,f13.mp3,9,9,9,repeated,The large cannon,cannon facing left,9,,cannon,,,cannon,,,size,direction,cannonSmallLeft,,,,,,,,,,,,,,,,N,6,4,6,birdBlueLargeRight.png,cannonSmallRight.png,birdBlueLargeRight.png,cannonLarge.png,birdBlueLargeRight.png,cannonSmallLeft.png,birdBlueLargeRight.png,birdBlueLargeRight.png
1,28,12,12_PC_non.mp3,2,PC,0,non-repeated,The spotty red pen,blue striped whistle,0,whistle_blue_striped,whistle,blue,striped,pen,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,3,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
2,28,12,12_PC_rep.mp3,4,PC,0,repeated,The spotty red whistle,blue striped whistle,1,whistle_blue_striped,whistle,blue,striped,whistle,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,8,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
3,28,12,12_CP_non.mp3,1,CP,1,non-repeated,The red spotty pen,blue striped whistle,0,whistle_blue_striped,whistle,blue,striped,pen,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,3,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
4,28,12,12_CP_rep.mp3,3,CP,1,repeated,The red spotty whistle,blue striped whistle,1,whistle_blue_striped,whistle,blue,striped,whistle,red,spotted,,,whistle_blue_striped,whistle_red_spotted,pen_red_spotted,whistle_blue_spotted,whistle_red_striped,pen_blue_striped,pen_blue_spotted,pen_red_striped,2,8,3,1,4,5,6,7,Y,2,8,2,whistle_blue_spotted.png,whistle_blue_striped.png,pen_red_spotted.png,whistle_red_striped.png,pen_blue_striped.png,pen_blue_spotted.png,pen_red_striped.png,whistle_red_spotted.png
1,29,f25,f25.mp3,9,9,9,non-repeated,The glasses,large wheel,9,,wheel,,,glasses,,,noun category,size,wheelRedLarge,,,,,,,,,,,,,,,,N,2,3,2,wineglassSmall.png,wheelRedLarge.png,glassesSmallRight.png,wineglassSmallDown.png,wineglassSmall.png,wineglassSmallDown.png,wheelRedSmall.png,wineglassSmall.png
2,29,f25,f25.mp3,9,9,9,non-repeated,The glasses,large wheel,9,,wheel,,,glasses,,,noun category,size,wheelRedLarge,,,,,,,,,,,,,,,,N,2,3,2,wineglassSmall.png,wheelRedLarge.png,glassesSmallRight.png,wineglassSmallDown.png,wineglassSmall.png,wineglassSmallDown.png,wheelRedSmall.png,wineglassSmall.png
3,29,f25,f25.mp3,9,9,9,non-repeated,The glasses,large wheel,9,,wheel,,,glasses,,,noun category,size,wheelRedLarge,,,,,,,,,,,,,,,,N,2,3,2,wineglassSmall.png,wheelRedLarge.png,glassesSmallRight.png,wineglassSmallDown.png,wineglassSmall.png,wineglassSmallDown.png,wheelRedSmall.png,wineglassSmall.png
4,29,f25,f25.mp3,9,9,9,non-repeated,The glasses,large wheel,9,,wheel,,,glasses,,,noun category,size,wheelRedLarge,,,,,,,,,,,,,,,,N,2,3,2,wineglassSmall.png,wheelRedLarge.png,glassesSmallRight.png,wineglassSmallDown.png,wineglassSmall.png,wineglassSmallDown.png,wheelRedSmall.png,wineglassSmall.png
1,30,13,13_CP_non.mp3,1,CP,1,non-repeated,The red chequered arrow,green spotted flag,0,flag_green_spotted,flag,green,spotted,arrow,red,chequered,,,flag_green_spotted,flag_red_chequered,arrow_red_chequered,flag_green_chequered,flag_red_spotted,arrow_green_spotted,arrow_green_chequered,arrow_red_spotted,4,1,7,6,5,8,2,3,Y,4,7,4,flag_red_chequered.png,arrow_green_chequered.png,arrow_red_spotted.png,flag_green_spotted.png,flag_red_spotted.png,flag_green_chequered.png,arrow_red_chequered.png,arrow_green_spotted.png
2,30,13,13_CP_rep.mp3,3,CP,1,repeated,The red chequered flag,green spotted flag,1,flag_green_spotted,flag,green,spotted,flag,red,chequered,,,flag_green_spotted,flag_red_chequered,arrow_red_chequered,flag_green_chequered,flag_red_spotted,arrow_green_spotted,arrow_green_chequered,arrow_red_spotted,4,1,7,6,5,8,2,3,Y,4,1,4,flag_red_chequered.png,arrow_green_chequered.png,arrow_red_spotted.png,flag_green_spotted.png,flag_red_spotted.png,flag_green_chequered.png,arrow_red_chequered.png,arrow_green_spotted.png
3,30,13,13_PC_non.mp3,2,PC,0,non-repeated,The chequered red arrow,green spotted flag,0,flag_green_spotted,flag,green,spotted,arrow,red,chequered,,,flag_green_spotted,flag_red_chequered,arrow_red_chequered,flag_green_chequered,flag_red_spotted,arrow_green_spotted,arrow_green_chequered,arrow_red_spotted,4,1,7,6,5,8,2,3,Y,4,7,4,flag_red_chequered.png,arrow_green_chequered.png,arrow_red_spotted.png,flag_green_spotted.png,flag_red_spotted.png,flag_green_chequered.png,arrow_red_chequered.png,arrow_green_spotted.png
4,30,13,13_PC_rep.mp3,4,PC,0,repeated,The chequered red flag,green spotted flag,1,flag_green_spotted,flag,green,spotted,flag,red,chequered,,,flag_green_spotted,flag_red_chequered,arrow_red_chequered,flag_green_chequered,flag_red_spotted,arrow_green_spotted,arrow_green_chequered,arrow_red_spotted,4,1,7,6,5,8,2,3,Y,4,1,4,flag_red_chequered.png,arrow_green_chequered.png,arrow_red_spotted.png,flag_green_spotted.png,flag_red_spotted.png,flag_green_chequered.png,arrow_red_chequered.png,arrow_green_spotted.png
1,31,f08,f08.mp3,9,9,9,repeated,The small handle,handle facing left,9,,handle,,,handle,,,size,direction,handleBlueLargeLeft,,,,,,,,,,,,,,,,N,8,1,8,handleBlueSmall.png,toothbrush_blue_striped.png,toothbrush_blue_chequered.png,handleBlueLarge.png,toothbrush_blue_chequered.png,toothbrush_blue_chequered.png,toothbrush_blue_striped.png,handleBlueLargeLeft.png
2,31,f08,f08.mp3,9,9,9,repeated,The small handle,handle facing left,9,,handle,,,handle,,,size,direction,handleBlueLargeLeft,,,,,,,,,,,,,,,,N,8,1,8,handleBlueSmall.png,toothbrush_blue_striped.png,toothbrush_blue_chequered.png,handleBlueLarge.png,toothbrush_blue_chequered.png,toothbrush_blue_chequered.png,toothbrush_blue_striped.png,handleBlueLargeLeft.png
3,31,f08,f08.mp3,9,9,9,repeated,The small handle,handle facing left,9,,handle,,,handle,,,size,direction,handleBlueLargeLeft,,,,,,,,,,,,,,,,N,8,1,8,handleBlueSmall.png,toothbrush_blue_striped.png,toothbrush_blue_chequered.png,handleBlueLarge.png,toothbrush_blue_chequered.png,toothbrush_blue_chequered.png,toothbrush_blue_striped.png,handleBlueLargeLeft.png
4,31,f08,f08.mp3,9,9,9,repeated,The small handle,handle facing left,9,,handle,,,handle,,,size,direction,handleBlueLargeLeft,,,,,,,,,,,,,,,,N,8,1,8,handleBlueSmall.png,toothbrush_blue_striped.png,toothbrush_blue_chequered.png,handleBlueLarge.png,toothbrush_blue_chequered.png,toothbrush_blue_chequered.png,toothbrush_blue_striped.png,handleBlueLargeLeft.png
1,32,14,14_CP_rep.mp3,3,CP,1,repeated,The green spotty axe,blue chequered axe,1,axe_blue_chequered,axe,blue,chequered,axe,green,spotted,,,axe_blue_chequered,axe_green_spotted,bus_green_spotted,axe_blue_spotted,axe_green_chequered,bus_blue_chequered,bus_blue_spotted,bus_green_chequered,1,2,8,5,6,4,7,3,Y,1,2,1,axe_blue_chequered.png,axe_green_spotted.png,bus_green_chequered.png,bus_blue_chequered.png,axe_blue_spotted.png,axe_green_chequered.png,bus_blue_spotted.png,bus_green_spotted.png
2,32,14,14_PC_non.mp3,2,PC,0,non-repeated,The spotty green bus,blue chequered axe,0,axe_blue_chequered,axe,blue,chequered,bus,green,spotted,,,axe_blue_chequered,axe_green_spotted,bus_green_spotted,axe_blue_spotted,axe_green_chequered,bus_blue_chequered,bus_blue_spotted,bus_green_chequered,1,2,8,5,6,4,7,3,Y,1,8,1,axe_blue_chequered.png,axe_green_spotted.png,bus_green_chequered.png,bus_blue_chequered.png,axe_blue_spotted.png,axe_green_chequered.png,bus_blue_spotted.png,bus_green_spotted.png
3,32,14,14_PC_rep.mp3,4,PC,0,repeated,The spotty green axe,blue chequered axe,1,axe_blue_chequered,axe,blue,chequered,axe,green,spotted,,,axe_blue_chequered,axe_green_spotted,bus_green_spotted,axe_blue_spotted,axe_green_chequered,bus_blue_chequered,bus_blue_spotted,bus_green_chequered,1,2,8,5,6,4,7,3,Y,1,2,1,axe_blue_chequered.png,axe_green_spotted.png,bus_green_chequered.png,bus_blue_chequered.png,axe_blue_spotted.png,axe_green_chequered.png,bus_blue_spotted.png,bus_green_spotted.png
4,32,14,14_CP_non.mp3,1,CP,1,non-repeated,The green spotty bus,blue chequered axe,0,axe_blue_chequered,axe,blue,chequered,bus,green,spotted,,,axe_blue_chequered,axe_green_spotted,bus_green_spotted,axe_blue_spotted,axe_green_chequered,bus_blue_chequered,bus_blue_spotted,bus_green_chequered,1,2,8,5,6,4,7,3,Y,1,8,1,axe_blue_chequered.png,axe_green_spotted.png,bus_green_chequered.png,bus_blue_chequered.png,axe_blue_spotted.png,axe_green_chequered.png,bus_blue_spotted.png,bus_green_spotted.png
1,33,f11,f11.mp3,9,9,9,repeated,The butterfly upside down,large butterfly,9,,butterfly,,,butterfly,,,direction,size,butterflyBlueLarge,,,,,,,,,,,,,,,,N,4,1,4,butterflyBlueSmallDown.png,alligatorLargeLeft.png,alligatorSmallLeft.png,butterflyBlueLarge.png,alligatorLargeLeft.png,alligatorSmallLeft.png,alligatorSmallLeft.png,butterflyBlueSmall.png
2,33,f11,f11.mp3,9,9,9,repeated,The butterfly upside down,large butterfly,9,,butterfly,,,butterfly,,,direction,size,butterflyBlueLarge,,,,,,,,,,,,,,,,N,4,1,4,butterflyBlueSmallDown.png,alligatorLargeLeft.png,alligatorSmallLeft.png,butterflyBlueLarge.png,alligatorLargeLeft.png,alligatorSmallLeft.png,alligatorSmallLeft.png,butterflyBlueSmall.png
3,33,f11,f11.mp3,9,9,9,repeated,The butterfly upside down,large butterfly,9,,butterfly,,,butterfly,,,direction,size,butterflyBlueLarge,,,,,,,,,,,,,,,,N,4,1,4,butterflyBlueSmallDown.png,alligatorLargeLeft.png,alligatorSmallLeft.png,butterflyBlueLarge.png,alligatorLargeLeft.png,alligatorSmallLeft.png,alligatorSmallLeft.png,butterflyBlueSmall.png
4,33,f11,f11.mp3,9,9,9,repeated,The butterfly upside down,large butterfly,9,,butterfly,,,butterfly,,,direction,size,butterflyBlueLarge,,,,,,,,,,,,,,,,N,4,1,4,butterflyBlueSmallDown.png,alligatorLargeLeft.png,alligatorSmallLeft.png,butterflyBlueLarge.png,alligatorLargeLeft.png,alligatorSmallLeft.png,alligatorSmallLeft.png,butterflyBlueSmall.png
1,34,f48,f48.mp3,9,9,9,non-repeated,The bear,bat,9,,bear,,,bear,,,noun category,noun category,batGreySmall,,,,,,,,,,,,,,,,N,8,3,8,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,bearSmallRight.png,sledgeGreenSmallLeft.png,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,sledgeGreenSmallLeft.png,batGreySmall.png
2,34,f48,f48.mp3,9,9,9,non-repeated,The bear,bat,9,,bear,,,bear,,,noun category,noun category,batGreySmall,,,,,,,,,,,,,,,,N,8,3,8,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,bearSmallRight.png,sledgeGreenSmallLeft.png,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,sledgeGreenSmallLeft.png,batGreySmall.png
3,34,f48,f48.mp3,9,9,9,non-repeated,The bear,bat,9,,bear,,,bear,,,noun category,noun category,batGreySmall,,,,,,,,,,,,,,,,N,8,3,8,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,bearSmallRight.png,sledgeGreenSmallLeft.png,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,sledgeGreenSmallLeft.png,batGreySmall.png
4,34,f48,f48.mp3,9,9,9,non-repeated,The bear,bat,9,,bear,,,bear,,,noun category,noun category,batGreySmall,,,,,,,,,,,,,,,,N,8,3,8,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,bearSmallRight.png,sledgeGreenSmallLeft.png,sledgeGreenSmallLeft.png,sledgeRedSmallLeft.png,sledgeGreenSmallLeft.png,batGreySmall.png
1,35,15,15_PC_rep.mp3,4,PC,0,repeated,The stripy blue spoon,red spotted spoon,1,spoon_red_spotted,spoon,red,spotted,spoon,blue,striped,,,spoon_red_spotted,spoon_blue_striped,top_blue_striped,spoon_red_striped,spoon_blue_spotted,top_red_spotted,top_red_striped,top_blue_spotted,1,3,6,8,5,7,2,4,Y,1,3,1,spoon_red_spotted.png,top_red_striped.png,spoon_blue_striped.png,top_blue_spotted.png,spoon_blue_spotted.png,top_blue_striped.png,top_red_spotted.png,spoon_red_striped.png
2,35,15,15_CP_non.mp3,1,CP,1,non-repeated,The blue stripy top,red spotted spoon,0,spoon_red_spotted,spoon,red,spotted,top,blue,striped,,,spoon_red_spotted,spoon_blue_striped,top_blue_striped,spoon_red_striped,spoon_blue_spotted,top_red_spotted,top_red_striped,top_blue_spotted,1,3,6,8,5,7,2,4,Y,1,6,1,spoon_red_spotted.png,top_red_striped.png,spoon_blue_striped.png,top_blue_spotted.png,spoon_blue_spotted.png,top_blue_striped.png,top_red_spotted.png,spoon_red_striped.png
3,35,15,15_CP_rep.mp3,3,CP,1,repeated,The blue stripy spoon,red spotted spoon,1,spoon_red_spotted,spoon,red,spotted,spoon,blue,striped,,,spoon_red_spotted,spoon_blue_striped,top_blue_striped,spoon_red_striped,spoon_blue_spotted,top_red_spotted,top_red_striped,top_blue_spotted,1,3,6,8,5,7,2,4,Y,1,3,1,spoon_red_spotted.png,top_red_striped.png,spoon_blue_striped.png,top_blue_spotted.png,spoon_blue_spotted.png,top_blue_striped.png,top_red_spotted.png,spoon_red_striped.png
4,35,15,15_PC_non.mp3,2,PC,0,non-repeated,The stripy blue top,red spotted spoon,0,spoon_red_spotted,spoon,red,spotted,top,blue,striped,,,spoon_red_spotted,spoon_blue_striped,top_blue_striped,spoon_red_striped,spoon_blue_spotted,top_red_spotted,top_red_striped,top_blue_spotted,1,3,6,8,5,7,2,4,Y,1,6,1,spoon_red_spotted.png,top_red_striped.png,spoon_blue_striped.png,top_blue_spotted.png,spoon_blue_spotted.png,top_blue_striped.png,top_red_spotted.png,spoon_red_striped.png
1,36,f27,f27.mp3,9,9,9,repeated,The helicopter facing right,small helicopter,9,,helicopter,,,helicopter,,,directionoun category,size,helicopterSmallLeft,,,,,,,,,,,,,,,,N,4,5,4,anchorBlueSmall.png,anchorRedSmall.png,anchorRedSmall.png,helicopterSmallLeft.png,helicopterBlueLarge.png,anchorRedSmall.png,helicopterLargeLeft.png,anchorBlueSmall.png
2,36,f27,f27.mp3,9,9,9,repeated,The helicopter facing right,small helicopter,9,,helicopter,,,helicopter,,,directionoun category,size,helicopterSmallLeft,,,,,,,,,,,,,,,,N,4,5,4,anchorBlueSmall.png,anchorRedSmall.png,anchorRedSmall.png,helicopterSmallLeft.png,helicopterBlueLarge.png,anchorRedSmall.png,helicopterLargeLeft.png,anchorBlueSmall.png
3,36,f27,f27.mp3,9,9,9,repeated,The helicopter facing right,small helicopter,9,,helicopter,,,helicopter,,,directionoun category,size,helicopterSmallLeft,,,,,,,,,,,,,,,,N,4,5,4,anchorBlueSmall.png,anchorRedSmall.png,anchorRedSmall.png,helicopterSmallLeft.png,helicopterBlueLarge.png,anchorRedSmall.png,helicopterLargeLeft.png,anchorBlueSmall.png
4,36,f27,f27.mp3,9,9,9,repeated,The helicopter facing right,small helicopter,9,,helicopter,,,helicopter,,,directionoun category,size,helicopterSmallLeft,,,,,,,,,,,,,,,,N,4,5,4,anchorBlueSmall.png,anchorRedSmall.png,anchorRedSmall.png,helicopterSmallLeft.png,helicopterBlueLarge.png,anchorRedSmall.png,helicopterLargeLeft.png,anchorBlueSmall.png
1,37,16,16_PC_non.mp3,2,PC,0,non-repeated,The spotty blue desk,green chequered clock,0,clock_green_chequered,clock,green,chequered,desk,blue,spotted,,,clock_green_chequered,clock_blue_spotted,desk_blue_spotted,clock_green_spotted,clock_blue_chequered,desk_green_chequered,desk_green_spotted,desk_blue_chequered,7,4,6,5,1,2,3,8,Y,7,6,7,clock_blue_chequered.png,desk_green_chequered.png,desk_green_spotted.png,clock_blue_spotted.png,clock_green_spotted.png,desk_blue_spotted.png,clock_green_chequered.png,desk_blue_chequered.png
2,37,16,16_PC_rep.mp3,4,PC,0,repeated,The spotty blue clock,green chequered clock,1,clock_green_chequered,clock,green,chequered,clock,blue,spotted,,,clock_green_chequered,clock_blue_spotted,desk_blue_spotted,clock_green_spotted,clock_blue_chequered,desk_green_chequered,desk_green_spotted,desk_blue_chequered,7,4,6,5,1,2,3,8,Y,7,4,7,clock_blue_chequered.png,desk_green_chequered.png,desk_green_spotted.png,clock_blue_spotted.png,clock_green_spotted.png,desk_blue_spotted.png,clock_green_chequered.png,desk_blue_chequered.png
3,37,16,16_CP_non.mp3,1,CP,1,non-repeated,The blue spotty desk,green chequered clock,0,clock_green_chequered,clock,green,chequered,desk,blue,spotted,,,clock_green_chequered,clock_blue_spotted,desk_blue_spotted,clock_green_spotted,clock_blue_chequered,desk_green_chequered,desk_green_spotted,desk_blue_chequered,7,4,6,5,1,2,3,8,Y,7,6,7,clock_blue_chequered.png,desk_green_chequered.png,desk_green_spotted.png,clock_blue_spotted.png,clock_green_spotted.png,desk_blue_spotted.png,clock_green_chequered.png,desk_blue_chequered.png
4,37,16,16_CP_rep.mp3,3,CP,1,repeated,The blue spotty clock,green chequered clock,1,clock_green_chequered,clock,green,chequered,clock,blue,spotted,,,clock_green_chequered,clock_blue_spotted,desk_blue_spotted,clock_green_spotted,clock_blue_chequered,desk_green_chequered,desk_green_spotted,desk_blue_chequered,7,4,6,5,1,2,3,8,Y,7,4,7,clock_blue_chequered.png,desk_green_chequered.png,desk_green_spotted.png,clock_blue_spotted.png,clock_green_spotted.png,desk_blue_spotted.png,clock_green_chequered.png,desk_blue_chequered.png
1,38,f10,f10.mp3,9,9,9,repeated,The large broom,the broom upside down,9,,broom,,,broom,,,size,direction,broomGreenSmallUpsideDown,,,,,,,,,,,,,,,,N,3,6,3,flyLeft.png,broomGreenSmall.png,broomGreenSmallUpsideDown.png,flyLeft.png,flyRight.png,broomGreenLarge.png,flyRight.png,flyRight.png
2,38,f10,f10.mp3,9,9,9,repeated,The large broom,the broom upside down,9,,broom,,,broom,,,size,direction,broomGreenSmallUpsideDown,,,,,,,,,,,,,,,,N,3,6,3,flyLeft.png,broomGreenSmall.png,broomGreenSmallUpsideDown.png,flyLeft.png,flyRight.png,broomGreenLarge.png,flyRight.png,flyRight.png
3,38,f10,f10.mp3,9,9,9,repeated,The large broom,the broom upside down,9,,broom,,,broom,,,size,direction,broomGreenSmallUpsideDown,,,,,,,,,,,,,,,,N,3,6,3,flyLeft.png,broomGreenSmall.png,broomGreenSmallUpsideDown.png,flyLeft.png,flyRight.png,broomGreenLarge.png,flyRight.png,flyRight.png
4,38,f10,f10.mp3,9,9,9,repeated,The large broom,the broom upside down,9,,broom,,,broom,,,size,direction,broomGreenSmallUpsideDown,,,,,,,,,,,,,,,,N,3,6,3,flyLeft.png,broomGreenSmall.png,broomGreenSmallUpsideDown.png,flyLeft.png,flyRight.png,broomGreenLarge.png,flyRight.png,flyRight.png
1,39,f35,f35.mp3,9,9,9,non-repeated,The rat,large fly,9,,fly,,,rat,,,noun category,noun category,flyLeft,,,,,,,,,,,,,,,,N,5,4,5,garbagecan_green_spotted.png,garbagecan_green_spotted.png,saw_green_spotted.png,ratGreySmallLeft.png,flyLeft.png,saw_green_spotted.png,flySmall.png,saw_green_spotted.png
2,39,f35,f35.mp3,9,9,9,non-repeated,The rat,large fly,9,,fly,,,rat,,,noun category,noun category,flyLeft,,,,,,,,,,,,,,,,N,5,4,5,garbagecan_green_spotted.png,garbagecan_green_spotted.png,saw_green_spotted.png,ratGreySmallLeft.png,flyLeft.png,saw_green_spotted.png,flySmall.png,saw_green_spotted.png
3,39,f35,f35.mp3,9,9,9,non-repeated,The rat,large fly,9,,fly,,,rat,,,noun category,noun category,flyLeft,,,,,,,,,,,,,,,,N,5,4,5,garbagecan_green_spotted.png,garbagecan_green_spotted.png,saw_green_spotted.png,ratGreySmallLeft.png,flyLeft.png,saw_green_spotted.png,flySmall.png,saw_green_spotted.png
4,39,f35,f35.mp3,9,9,9,non-repeated,The rat,large fly,9,,fly,,,rat,,,noun category,noun category,flyLeft,,,,,,,,,,,,,,,,N,5,4,5,garbagecan_green_spotted.png,garbagecan_green_spotted.png,saw_green_spotted.png,ratGreySmallLeft.png,flyLeft.png,saw_green_spotted.png,flySmall.png,saw_green_spotted.png
1,40,17,17_PC_rep.mp3,4,PC,0,repeated,The stripy green saucepan,red chequered saucepan,1,saucepan_red_chequered,saucepan,red,chequered,saucepan,green,striped,,,saucepan_red_chequered,saucepan_green_striped,clothespeg_green_striped,saucepan_red_striped,saucepan_green_chequered,clothespeg_red_chequered,clothespeg_red_striped,clothespeg_green_chequered,8,2,7,5,3,1,4,6,Y,8,2,8,clothespeg_red_chequered.png,saucepan_green_striped.png,saucepan_green_chequered.png,clothespeg_red_striped.png,saucepan_red_striped.png,clothespeg_green_chequered.png,clothespeg_green_striped.png,saucepan_red_chequered.png
2,40,17,17_CP_non.mp3,1,CP,1,non-repeated,The green stripy clothespeg,red chequered saucepan,0,saucepan_red_chequered,saucepan,red,chequered,clothespeg,green,striped,,,saucepan_red_chequered,saucepan_green_striped,clothespeg_green_striped,saucepan_red_striped,saucepan_green_chequered,clothespeg_red_chequered,clothespeg_red_striped,clothespeg_green_chequered,8,2,7,5,3,1,4,6,Y,8,7,8,clothespeg_red_chequered.png,saucepan_green_striped.png,saucepan_green_chequered.png,clothespeg_red_striped.png,saucepan_red_striped.png,clothespeg_green_chequered.png,clothespeg_green_striped.png,saucepan_red_chequered.png
3,40,17,17_CP_rep.mp3,3,CP,1,repeated,The green stripy saucepan,red chequered saucepan,1,saucepan_red_chequered,saucepan,red,chequered,saucepan,green,striped,,,saucepan_red_chequered,saucepan_green_striped,clothespeg_green_striped,saucepan_red_striped,saucepan_green_chequered,clothespeg_red_chequered,clothespeg_red_striped,clothespeg_green_chequered,8,2,7,5,3,1,4,6,Y,8,2,8,clothespeg_red_chequered.png,saucepan_green_striped.png,saucepan_green_chequered.png,clothespeg_red_striped.png,saucepan_red_striped.png,clothespeg_green_chequered.png,clothespeg_green_striped.png,saucepan_red_chequered.png
4,40,17,17_PC_non.mp3,2,PC,0,non-repeated,The stripy green clothespeg,red chequered saucepan,0,saucepan_red_chequered,saucepan,red,chequered,clothespeg,green,striped,,,saucepan_red_chequered,saucepan_green_striped,clothespeg_green_striped,saucepan_red_striped,saucepan_green_chequered,clothespeg_red_chequered,clothespeg_red_striped,clothespeg_green_chequered,8,2,7,5,3,1,4,6,Y,8,7,8,clothespeg_red_chequered.png,saucepan_green_striped.png,saucepan_green_chequered.png,clothespeg_red_striped.png,saucepan_red_striped.png,clothespeg_green_chequered.png,clothespeg_green_striped.png,saucepan_red_chequered.png
1,41,f18,f18.mp3,9,9,9,repeated,The donkey facing left,large donkey,9,,donkey,,,donkey,,,directionoun category,size,donkeyLargeRight,,,,,,,,,,,,,,,,N,3,5,3,donkeySmallRight.png,broomGreenSmall.png,donkeyLargeRight.png,broomGreenLarge.png,donkeySmallLeft.png,broomGreenLarge.png,broomGreenSmall.png,broomGreenSmall.png
2,41,f18,f18.mp3,9,9,9,repeated,The donkey facing left,large donkey,9,,donkey,,,donkey,,,directionoun category,size,donkeyLargeRight,,,,,,,,,,,,,,,,N,3,5,3,donkeySmallRight.png,broomGreenSmall.png,donkeyLargeRight.png,broomGreenLarge.png,donkeySmallLeft.png,broomGreenLarge.png,broomGreenSmall.png,broomGreenSmall.png
3,41,f18,f18.mp3,9,9,9,repeated,The donkey facing left,large donkey,9,,donkey,,,donkey,,,directionoun category,size,donkeyLargeRight,,,,,,,,,,,,,,,,N,3,5,3,donkeySmallRight.png,broomGreenSmall.png,donkeyLargeRight.png,broomGreenLarge.png,donkeySmallLeft.png,broomGreenLarge.png,broomGreenSmall.png,broomGreenSmall.png
4,41,f18,f18.mp3,9,9,9,repeated,The donkey facing left,large donkey,9,,donkey,,,donkey,,,directionoun category,size,donkeyLargeRight,,,,,,,,,,,,,,,,N,3,5,3,donkeySmallRight.png,broomGreenSmall.png,donkeyLargeRight.png,broomGreenLarge.png,donkeySmallLeft.png,broomGreenLarge.png,broomGreenSmall.png,broomGreenSmall.png
1,42,f47,f47.mp3,9,9,9,non-repeated,The watering can,cup,9,,wateringcan,,,wateringcan,,,noun category,noun category,cupBlueLarge,,,,,,,,,,,,,,,,N,1,3,1,cupBlueLarge.png,motorcycleSmallRight.png,wateringcanBlueLarge.png,motorcycleLargeRight.png,motorcycleSmallRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png,motorcycleLargeRight.png
